order_id,order_date,order_time,customer_id,store_location,product,flavor,quantity,price_per_unit,total_price,payment_method,order_type,promotion
338,11/9/2024,21,338,Uptown,Donut,Jelly Filled,2,1.54,3.08,Cash,In-store,None
338,11/9/2024,21,338,Midtown,Coffee,,1,1.1,1.1,Credit Card,Delivery,10% Off
338,11/9/2024,21,338,Uptown,Hot Tea,,1,2.1,2.1,Cash,In-store,10% Off
339,10/13/2024,1,339,Midtown,Donut,Pumpkin Spice,6,1.18,7.08,Mobile,In-store,10% Off
339,10/13/2024,1,339,Uptown,Hot Tea,,5,1.12,5.6,Mobile,In-store,Buy 1 Get 1
340,11/27/2024,11,340,Midtown,Donut,Maple Bar,6,1.69,10.14,Cash,In-store,10% Off
340,11/27/2024,11,340,Suburb,Coffee,,5,2.88,14.4,Credit Card,Delivery,10% Off
340,11/27/2024,11,340,Midtown,Donut,Lemon Glazed,3,3.02,9.06,Cash,In-store,Buy 1 Get 1
341,10/11/2024,14,341,Midtown,Donut,Apple Fritter,3,2.97,8.91,Mobile,Delivery,10% Off
341,10/11/2024,14,341,Midtown,Hot Tea,,3,2.24,6.72,Credit Card,Delivery,10% Off
341,10/11/2024,14,341,Midtown,Coffee,,5,2.64,13.2,Credit Card,Delivery,None
342,11/17/2024,17,342,Downtown,Donut,Vanilla Frosted,1,3.18,3.18,Credit Card,In-store,10% Off
342,11/17/2024,17,342,Suburb,Coffee,,3,1.02,3.06,Cash,Delivery,Buy 1 Get 1
343,11/1/2024,13,343,Suburb,Hot Tea,,5,2.53,12.65,Cash,In-store,None
343,11/1/2024,13,343,Downtown,Hot Tea,,2,1.42,2.84,Credit Card,In-store,Buy 1 Get 1
343,11/1/2024,13,343,Midtown,Hot Tea,,3,1.28,3.84,Credit Card,In-store,10% Off
344,12/19/2024,22,344,Uptown,Hot Tea,,4,1.52,6.08,Credit Card,Delivery,Buy 1 Get 1
345,10/31/2024,5,345,Downtown,Donut,Maple Bar,1,3.77,3.77,Mobile,Delivery,None
345,10/31/2024,5,345,Uptown,Donut,Old Fashioned,6,2.96,17.76,Credit Card,Delivery,Buy 1 Get 1
345,10/31/2024,5,345,Suburb,Hot Tea,,5,1.12,5.6,Mobile,In-store,Buy 1 Get 1
346,11/24/2024,9,346,Uptown,Donut,Pumpkin Spice,5,2.73,13.65,Cash,Delivery,None
347,10/28/2024,3,347,Midtown,Coffee,,2,2.01,4.02,Credit Card,In-store,10% Off
347,10/28/2024,3,347,Midtown,Donut,Blueberry Cake,1,2.2,2.2,Credit Card,In-store,Buy 1 Get 1
348,12/27/2024,20,348,Suburb,Coffee,,4,2.19,8.76,Credit Card,In-store,Buy 1 Get 1
348,12/27/2024,20,348,Uptown,Donut,Blueberry Cake,4,1.97,7.88,Cash,Delivery,None
349,11/22/2024,15,349,Uptown,Hot Tea,,2,1.96,3.92,Mobile,In-store,None
349,11/22/2024,15,349,Suburb,Donut,Lemon Glazed,2,2.32,4.64,Cash,Delivery,Buy 1 Get 1
350,11/10/2024,8,350,Suburb,Donut,Maple Bar,6,1.16,6.96,Mobile,In-store,None
350,11/10/2024,8,350,Downtown,Donut,Blueberry Cake,4,2.41,9.64,Cash,In-store,Buy 1 Get 1
350,11/10/2024,8,350,Suburb,Hot Tea,,5,2.45,12.25,Credit Card,In-store,None
351,10/18/2024,12,351,Suburb,Donut,Blueberry Cake,2,1.18,2.36,Credit Card,Delivery,Buy 1 Get 1
351,10/18/2024,12,351,Downtown,Donut,Jelly Filled,1,2.17,2.17,Credit Card,Delivery,Buy 1 Get 1
351,10/18/2024,12,351,Midtown,Donut,Blueberry Cake,6,2.16,12.96,Credit Card,In-store,None
352,12/26/2024,15,352,Midtown,Donut,Chocolate Twist,2,2.5,5,Credit Card,In-store,Buy 1 Get 1
352,12/26/2024,15,352,Midtown,Coffee,,5,1.91,9.55,Mobile,In-store,Buy 1 Get 1
353,10/7/2024,18,353,Suburb,Hot Tea,,3,2.88,8.64,Credit Card,Delivery,Buy 1 Get 1
353,10/7/2024,18,353,Uptown,Hot Tea,,4,3.67,14.68,Credit Card,Delivery,Buy 1 Get 1
354,11/7/2024,4,354,Uptown,Hot Tea,,4,2.97,11.88,Credit Card,Delivery,10% Off
355,10/17/2024,16,355,Suburb,Coffee,,4,1.72,6.88,Mobile,Delivery,10% Off
355,10/17/2024,16,355,Suburb,Hot Tea,,4,2.63,10.52,Credit Card,In-store,10% Off
355,10/17/2024,16,355,Suburb,Coffee,,2,1.93,3.86,Mobile,In-store,10% Off
356,11/16/2024,12,356,Uptown,Coffee,,3,1.2,3.6,Cash,Delivery,Buy 1 Get 1
356,11/16/2024,12,356,Downtown,Donut,Cinnamon Sugar,4,3.88,15.52,Mobile,Delivery,Buy 1 Get 1
356,11/16/2024,12,356,Uptown,Coffee,,1,1.39,1.39,Credit Card,Delivery,10% Off
357,10/21/2024,6,357,Uptown,Coffee,,5,1.7,8.5,Mobile,In-store,10% Off
357,10/21/2024,6,357,Midtown,Donut,Chocolate Twist,5,3.54,17.7,Credit Card,Delivery,Buy 1 Get 1
357,10/21/2024,6,357,Suburb,Donut,Pumpkin Spice,4,1.41,5.64,Cash,In-store,None
358,11/16/2024,9,358,Suburb,Hot Tea,,4,1.67,6.68,Cash,In-store,Buy 1 Get 1
359,11/7/2024,12,359,Midtown,Donut,Cinnamon Sugar,4,3.66,14.64,Mobile,In-store,10% Off
359,11/7/2024,12,359,Uptown,Donut,Cinnamon Sugar,4,2.83,11.32,Credit Card,In-store,None
360,11/21/2024,4,360,Uptown,Donut,Old Fashioned,5,2.61,13.05,Credit Card,Delivery,10% Off
360,11/21/2024,4,360,Downtown,Donut,Old Fashioned,3,2.32,6.96,Mobile,Delivery,Buy 1 Get 1
361,11/12/2024,1,361,Suburb,Hot Tea,,5,3.76,18.8,Mobile,Delivery,Buy 1 Get 1
361,11/12/2024,1,361,Suburb,Donut,Chocolate Twist,5,3.81,19.05,Mobile,Delivery,None
362,12/7/2024,7,362,Suburb,Donut,Chocolate Twist,4,2.77,11.08,Mobile,In-store,None
362,12/7/2024,7,362,Suburb,Hot Tea,,6,2.95,17.7,Credit Card,In-store,Buy 1 Get 1
363,12/30/2024,9,363,Midtown,Donut,Cinnamon Sugar,1,2.57,2.57,Credit Card,In-store,None
364,12/12/2024,11,364,Suburb,Donut,Jelly Filled,2,3.74,7.48,Cash,In-store,Buy 1 Get 1
364,12/12/2024,11,364,Midtown,Donut,Vanilla Frosted,3,1.93,5.79,Mobile,In-store,Buy 1 Get 1
364,12/12/2024,11,364,Downtown,Coffee,,2,1.01,2.02,Cash,Delivery,None
365,10/10/2024,23,365,Midtown,Donut,Lemon Glazed,4,1.71,6.84,Mobile,Delivery,None
365,10/10/2024,23,365,Downtown,Donut,Lemon Glazed,5,1.02,5.1,Credit Card,In-store,Buy 1 Get 1
366,12/29/2024,9,366,Uptown,Coffee,,1,2.96,2.96,Cash,In-store,10% Off
367,11/6/2024,12,367,Uptown,Hot Tea,,3,3.76,11.28,Cash,Delivery,Buy 1 Get 1
367,11/6/2024,12,367,Suburb,Coffee,,6,1.85,11.1,Mobile,Delivery,Buy 1 Get 1
367,11/6/2024,12,367,Midtown,Donut,Blueberry Cake,3,2.11,6.33,Cash,Delivery,10% Off
368,12/23/2024,21,368,Downtown,Hot Tea,,4,1.4,5.6,Mobile,Delivery,10% Off
369,12/25/2024,15,369,Uptown,Coffee,,5,1.17,5.85,Mobile,Delivery,None
370,10/8/2024,9,370,Downtown,Hot Tea,,3,2.58,7.74,Cash,Delivery,10% Off
370,10/8/2024,9,370,Suburb,Donut,Pumpkin Spice,2,3.65,7.3,Credit Card,Delivery,Buy 1 Get 1
370,10/8/2024,9,370,Uptown,Donut,Maple Bar,1,2.39,2.39,Credit Card,In-store,10% Off
371,11/28/2024,2,371,Suburb,Donut,Jelly Filled,3,2.05,6.15,Cash,In-store,10% Off
371,11/28/2024,2,371,Downtown,Hot Tea,,3,3.37,10.11,Mobile,Delivery,Buy 1 Get 1
372,11/28/2024,17,372,Uptown,Hot Tea,,3,2.19,6.57,Cash,In-store,None
373,12/25/2024,20,373,Midtown,Donut,Pumpkin Spice,1,2.94,2.94,Cash,Delivery,10% Off
373,12/25/2024,20,373,Midtown,Hot Tea,,4,3.35,13.4,Credit Card,In-store,10% Off
374,11/23/2024,4,374,Suburb,Hot Tea,,5,2.61,13.05,Credit Card,Delivery,None
374,11/23/2024,4,374,Downtown,Donut,Chocolate Twist,3,3.52,10.56,Mobile,In-store,10% Off
375,11/7/2024,21,375,Downtown,Donut,Chocolate Twist,5,1.35,6.75,Credit Card,Delivery,10% Off
375,11/7/2024,21,375,Suburb,Donut,Blueberry Cake,4,1.26,5.04,Mobile,Delivery,None
375,11/7/2024,21,375,Uptown,Coffee,,5,1.91,9.55,Mobile,In-store,Buy 1 Get 1
376,12/1/2024,23,376,Suburb,Donut,Apple Fritter,1,3.4,3.4,Cash,Delivery,None
377,10/17/2024,12,377,Uptown,Hot Tea,,3,1.43,4.29,Credit Card,In-store,Buy 1 Get 1
377,10/17/2024,12,377,Uptown,Donut,Pumpkin Spice,4,3.14,12.56,Cash,Delivery,Buy 1 Get 1
377,10/17/2024,12,377,Uptown,Donut,Cinnamon Sugar,4,3.67,14.68,Credit Card,Delivery,Buy 1 Get 1
378,11/9/2024,9,378,Downtown,Hot Tea,,6,3.68,22.08,Cash,In-store,None
378,11/9/2024,9,378,Midtown,Hot Tea,,5,1.96,9.8,Credit Card,In-store,None
378,11/9/2024,9,378,Uptown,Coffee,,2,1.82,3.64,Credit Card,In-store,Buy 1 Get 1
379,10/30/2024,12,379,Suburb,Hot Tea,,5,1.96,9.8,Credit Card,Delivery,10% Off
379,10/30/2024,12,379,Downtown,Coffee,,2,1.21,2.42,Credit Card,Delivery,Buy 1 Get 1
379,10/30/2024,12,379,Uptown,Coffee,,1,2.41,2.41,Cash,Delivery,Buy 1 Get 1
380,12/6/2024,20,380,Midtown,Donut,Vanilla Frosted,2,3.11,6.22,Credit Card,Delivery,None
381,11/11/2024,6,381,Uptown,Coffee,,6,3.28,19.68,Mobile,In-store,Buy 1 Get 1
381,11/11/2024,6,381,Midtown,Donut,Maple Bar,4,1.93,7.72,Mobile,In-store,Buy 1 Get 1
382,10/18/2024,18,382,Downtown,Hot Tea,,3,2.18,6.54,Mobile,Delivery,None
383,11/15/2024,4,383,Midtown,Donut,Pumpkin Spice,1,2.05,2.05,Cash,Delivery,None
384,12/9/2024,15,384,Uptown,Coffee,,5,1.31,6.55,Mobile,In-store,None
384,12/9/2024,15,384,Suburb,Donut,Vanilla Frosted,5,2.24,11.2,Credit Card,In-store,None
384,12/9/2024,15,384,Midtown,Donut,Maple Bar,3,1.62,4.86,Mobile,Delivery,10% Off
385,11/19/2024,2,385,Uptown,Coffee,,2,2.99,5.98,Credit Card,Delivery,Buy 1 Get 1
385,11/19/2024,2,385,Midtown,Donut,Cinnamon Sugar,5,1.29,6.45,Cash,Delivery,None
385,11/19/2024,2,385,Midtown,Donut,Lemon Glazed,1,3.06,3.06,Mobile,Delivery,10% Off
386,10/17/2024,23,386,Uptown,Donut,Maple Bar,2,3.45,6.9,Cash,In-store,None
386,10/17/2024,23,386,Midtown,Hot Tea,,4,2.85,11.4,Cash,In-store,10% Off
386,10/17/2024,23,386,Downtown,Hot Tea,,3,2.71,8.13,Mobile,Delivery,Buy 1 Get 1
387,11/5/2024,9,387,Suburb,Donut,Lemon Glazed,5,2.21,11.05,Mobile,In-store,None
387,11/5/2024,9,387,Downtown,Donut,Jelly Filled,6,2.68,16.08,Cash,Delivery,Buy 1 Get 1
387,11/5/2024,9,387,Midtown,Coffee,,4,3.11,12.44,Credit Card,Delivery,10% Off
388,11/16/2024,13,388,Suburb,Donut,Vanilla Frosted,4,2.64,10.56,Mobile,In-store,Buy 1 Get 1
388,11/16/2024,13,388,Suburb,Donut,Cinnamon Sugar,4,1.46,5.84,Cash,In-store,Buy 1 Get 1
389,11/6/2024,12,389,Midtown,Donut,Chocolate Twist,6,3.65,21.9,Cash,In-store,Buy 1 Get 1
389,11/6/2024,12,389,Midtown,Donut,Pumpkin Spice,6,2.81,16.86,Credit Card,In-store,None
389,11/6/2024,12,389,Suburb,Donut,Apple Fritter,4,2.15,8.6,Cash,Delivery,10% Off
390,10/22/2024,6,390,Midtown,Donut,Old Fashioned,6,2.51,15.06,Credit Card,Delivery,Buy 1 Get 1
391,11/6/2024,0,391,Uptown,Donut,Cinnamon Sugar,1,2.74,2.74,Cash,Delivery,None
392,10/18/2024,11,392,Midtown,Donut,Apple Fritter,5,1.27,6.35,Credit Card,In-store,10% Off
392,10/18/2024,11,392,Downtown,Hot Tea,,5,1.16,5.8,Credit Card,In-store,None
392,10/18/2024,11,392,Downtown,Donut,Apple Fritter,4,2.72,10.88,Mobile,Delivery,None
393,12/27/2024,15,393,Downtown,Coffee,,1,3.09,3.09,Credit Card,Delivery,Buy 1 Get 1
393,12/27/2024,15,393,Downtown,Donut,Lemon Glazed,2,2.72,5.44,Credit Card,In-store,None
394,11/27/2024,23,394,Downtown,Donut,Chocolate Twist,5,1.23,6.15,Mobile,In-store,10% Off
394,11/27/2024,23,394,Uptown,Hot Tea,,3,3.57,10.71,Credit Card,In-store,10% Off
395,12/3/2024,4,395,Suburb,Coffee,,6,2.34,14.04,Mobile,In-store,None
396,10/15/2024,5,396,Suburb,Donut,Cinnamon Sugar,1,3.9,3.9,Mobile,Delivery,None
397,10/22/2024,7,397,Downtown,Donut,Chocolate Twist,2,2.73,5.46,Cash,Delivery,Buy 1 Get 1
398,12/16/2024,14,398,Downtown,Coffee,,4,2.2,8.8,Mobile,In-store,None
399,11/20/2024,16,399,Midtown,Donut,Pumpkin Spice,3,1.44,4.32,Cash,Delivery,None
399,11/20/2024,16,399,Uptown,Donut,Cinnamon Sugar,5,3.05,15.25,Cash,Delivery,None
399,11/20/2024,16,399,Uptown,Hot Tea,,3,1.81,5.43,Mobile,Delivery,None
400,11/2/2024,1,400,Suburb,Coffee,,6,3.02,18.12,Credit Card,Delivery,10% Off
400,11/2/2024,1,400,Uptown,Coffee,,3,2.64,7.92,Cash,In-store,None
400,11/2/2024,1,400,Downtown,Donut,Apple Fritter,1,3.06,3.06,Cash,Delivery,None
401,10/21/2024,5,401,Suburb,Donut,Jelly Filled,5,1.28,6.4,Credit Card,In-store,10% Off
402,12/8/2024,1,402,Suburb,Donut,Lemon Glazed,2,2.13,4.26,Cash,In-store,None
403,12/12/2024,6,403,Downtown,Donut,Maple Bar,6,2.36,14.16,Mobile,Delivery,None
403,12/12/2024,6,403,Uptown,Coffee,,1,1.83,1.83,Mobile,Delivery,None
404,12/4/2024,16,404,Uptown,Hot Tea,,3,1.53,4.59,Mobile,In-store,10% Off
405,10/19/2024,4,405,Suburb,Coffee,,6,2.48,14.88,Credit Card,Delivery,Buy 1 Get 1
405,10/19/2024,4,405,Uptown,Donut,Pumpkin Spice,6,1.78,10.68,Cash,In-store,10% Off
406,10/27/2024,12,406,Midtown,Hot Tea,,4,1.06,4.24,Cash,In-store,Buy 1 Get 1
406,10/27/2024,12,406,Midtown,Donut,Blueberry Cake,2,3.1,6.2,Credit Card,In-store,10% Off
406,10/27/2024,12,406,Uptown,Donut,Pumpkin Spice,4,2.21,8.84,Credit Card,In-store,Buy 1 Get 1
407,11/24/2024,4,407,Downtown,Donut,Maple Bar,5,2.61,13.05,Mobile,Delivery,None
407,11/24/2024,4,407,Downtown,Donut,Maple Bar,3,2.6,7.8,Cash,Delivery,None
408,10/20/2024,8,408,Midtown,Coffee,,2,2.66,5.32,Credit Card,In-store,None
408,10/20/2024,8,408,Midtown,Donut,Maple Bar,6,3.07,18.42,Cash,Delivery,10% Off
408,10/20/2024,8,408,Uptown,Coffee,,2,1.11,2.22,Credit Card,In-store,None
409,11/20/2024,0,409,Midtown,Donut,Apple Fritter,6,1.92,11.52,Cash,In-store,None
409,11/20/2024,0,409,Uptown,Donut,Cinnamon Sugar,6,1.13,6.78,Cash,Delivery,10% Off
410,10/29/2024,3,410,Uptown,Coffee,,6,2.74,16.44,Cash,In-store,None
410,10/29/2024,3,410,Suburb,Donut,Pumpkin Spice,5,1.14,5.7,Cash,In-store,10% Off
410,10/29/2024,3,410,Suburb,Donut,Blueberry Cake,1,2.37,2.37,Credit Card,In-store,Buy 1 Get 1
411,11/27/2024,3,411,Suburb,Donut,Lemon Glazed,5,1.66,8.3,Mobile,Delivery,10% Off
412,11/29/2024,14,412,Suburb,Donut,Cinnamon Sugar,1,3.93,3.93,Mobile,In-store,Buy 1 Get 1
412,11/29/2024,14,412,Downtown,Coffee,,3,1.19,3.57,Cash,Delivery,Buy 1 Get 1
412,11/29/2024,14,412,Suburb,Hot Tea,,5,1.5,7.5,Credit Card,In-store,Buy 1 Get 1
413,12/11/2024,4,413,Uptown,Donut,Chocolate Twist,1,3.64,3.64,Cash,In-store,Buy 1 Get 1
414,11/22/2024,23,414,Midtown,Hot Tea,,4,3.08,12.32,Credit Card,In-store,Buy 1 Get 1
415,12/5/2024,16,415,Suburb,Hot Tea,,5,2.35,11.75,Cash,In-store,10% Off
416,12/22/2024,8,416,Downtown,Donut,Lemon Glazed,1,2.88,2.88,Mobile,Delivery,Buy 1 Get 1
417,12/25/2024,14,417,Uptown,Coffee,,2,1.35,2.7,Credit Card,Delivery,10% Off
417,12/25/2024,14,417,Suburb,Coffee,,4,3.31,13.24,Mobile,In-store,Buy 1 Get 1
417,12/25/2024,14,417,Midtown,Donut,Chocolate Twist,6,3.53,21.18,Mobile,In-store,Buy 1 Get 1
418,12/20/2024,10,418,Suburb,Donut,Jelly Filled,6,2.09,12.54,Mobile,Delivery,None
418,12/20/2024,10,418,Suburb,Donut,Jelly Filled,1,3.22,3.22,Cash,In-store,None
418,12/20/2024,10,418,Downtown,Donut,Maple Bar,2,3.16,6.32,Mobile,In-store,10% Off
419,11/23/2024,14,419,Downtown,Hot Tea,,2,3.34,6.68,Cash,In-store,Buy 1 Get 1
419,11/23/2024,14,419,Uptown,Donut,Old Fashioned,4,3.67,14.68,Mobile,Delivery,Buy 1 Get 1
419,11/23/2024,14,419,Midtown,Donut,Chocolate Twist,2,3.78,7.56,Cash,Delivery,None
420,10/31/2024,17,420,Downtown,Donut,Old Fashioned,6,2.08,12.48,Cash,Delivery,Buy 1 Get 1
421,12/17/2024,20,421,Midtown,Donut,Blueberry Cake,2,1.33,2.66,Mobile,Delivery,Buy 1 Get 1
422,12/14/2024,4,422,Suburb,Coffee,,3,2.81,8.43,Credit Card,In-store,Buy 1 Get 1
422,12/14/2024,4,422,Suburb,Donut,Apple Fritter,4,3.59,14.36,Credit Card,Delivery,None
423,10/24/2024,5,423,Suburb,Donut,Vanilla Frosted,6,3.62,21.72,Mobile,Delivery,10% Off
423,10/24/2024,5,423,Uptown,Coffee,,5,3.84,19.2,Mobile,In-store,Buy 1 Get 1
424,11/18/2024,22,424,Uptown,Donut,Vanilla Frosted,5,2.18,10.9,Mobile,Delivery,Buy 1 Get 1
424,11/18/2024,22,424,Midtown,Donut,Apple Fritter,1,3.08,3.08,Cash,In-store,None
425,12/25/2024,5,425,Uptown,Coffee,,6,4,24,Mobile,Delivery,Buy 1 Get 1
425,12/25/2024,5,425,Midtown,Donut,Lemon Glazed,6,2.75,16.5,Mobile,In-store,10% Off
426,12/30/2024,3,426,Uptown,Coffee,,3,2.88,8.64,Credit Card,In-store,None
426,12/30/2024,3,426,Midtown,Hot Tea,,5,1.1,5.5,Mobile,In-store,10% Off
427,12/21/2024,10,427,Downtown,Hot Tea,,6,3.8,22.8,Cash,In-store,None
428,11/19/2024,14,428,Suburb,Donut,Lemon Glazed,1,2.1,2.1,Credit Card,In-store,10% Off
428,11/19/2024,14,428,Suburb,Coffee,,2,3.94,7.88,Credit Card,In-store,10% Off
429,12/30/2024,22,429,Downtown,Coffee,,6,3.28,19.68,Mobile,Delivery,10% Off
429,12/30/2024,22,429,Downtown,Donut,Blueberry Cake,1,1.19,1.19,Mobile,Delivery,10% Off
430,12/17/2024,23,430,Downtown,Donut,Pumpkin Spice,6,2.6,15.6,Mobile,Delivery,10% Off
430,12/17/2024,23,430,Midtown,Donut,Old Fashioned,4,1.26,5.04,Cash,Delivery,Buy 1 Get 1
430,12/17/2024,23,430,Suburb,Donut,Chocolate Twist,3,1.34,4.02,Mobile,In-store,Buy 1 Get 1
431,10/25/2024,12,431,Suburb,Donut,Blueberry Cake,4,3.91,15.64,Mobile,Delivery,None
431,10/25/2024,12,431,Uptown,Donut,Jelly Filled,3,1.57,4.71,Cash,Delivery,None
431,10/25/2024,12,431,Downtown,Hot Tea,,6,2.94,17.64,Mobile,Delivery,None
432,11/28/2024,15,432,Downtown,Coffee,,3,1.52,4.56,Cash,Delivery,None
432,11/28/2024,15,432,Downtown,Hot Tea,,1,1.45,1.45,Mobile,In-store,10% Off
433,11/28/2024,23,433,Suburb,Hot Tea,,2,3.92,7.84,Cash,In-store,Buy 1 Get 1
434,10/10/2024,10,434,Downtown,Hot Tea,,5,1.38,6.9,Mobile,In-store,Buy 1 Get 1
435,10/16/2024,9,435,Midtown,Donut,Cinnamon Sugar,3,1.44,4.32,Credit Card,In-store,10% Off
435,10/16/2024,9,435,Midtown,Hot Tea,,1,3.76,3.76,Mobile,In-store,None
435,10/16/2024,9,435,Downtown,Hot Tea,,2,1.01,2.02,Credit Card,Delivery,None
436,11/30/2024,12,436,Midtown,Coffee,,5,3.19,15.95,Mobile,In-store,10% Off
436,11/30/2024,12,436,Uptown,Donut,Jelly Filled,2,3.03,6.06,Mobile,In-store,None
437,12/15/2024,12,437,Downtown,Coffee,,4,2.07,8.28,Cash,In-store,10% Off
437,12/15/2024,12,437,Uptown,Coffee,,3,1.59,4.77,Credit Card,Delivery,10% Off
437,12/15/2024,12,437,Downtown,Donut,Apple Fritter,4,1.58,6.32,Credit Card,In-store,10% Off
438,11/8/2024,23,438,Downtown,Donut,Chocolate Twist,6,3.56,21.36,Mobile,Delivery,Buy 1 Get 1
438,11/8/2024,23,438,Midtown,Hot Tea,,3,2.05,6.15,Credit Card,In-store,Buy 1 Get 1
439,10/6/2024,6,439,Midtown,Donut,Vanilla Frosted,4,1.87,7.48,Credit Card,Delivery,Buy 1 Get 1
439,10/6/2024,6,439,Downtown,Donut,Chocolate Twist,2,1.91,3.82,Cash,Delivery,Buy 1 Get 1
439,10/6/2024,6,439,Midtown,Donut,Vanilla Frosted,6,3.74,22.44,Cash,Delivery,10% Off
440,10/29/2024,15,440,Midtown,Coffee,,2,1.56,3.12,Mobile,Delivery,Buy 1 Get 1
440,10/29/2024,15,440,Midtown,Hot Tea,,5,1.91,9.55,Cash,In-store,Buy 1 Get 1
440,10/29/2024,15,440,Midtown,Coffee,,3,1.9,5.7,Cash,Delivery,None
441,12/6/2024,17,441,Downtown,Donut,Old Fashioned,1,1.36,1.36,Mobile,In-store,10% Off
442,12/17/2024,19,442,Midtown,Hot Tea,,5,2.44,12.2,Mobile,Delivery,10% Off
442,12/17/2024,19,442,Uptown,Donut,Cinnamon Sugar,5,3.2,16,Mobile,In-store,10% Off
442,12/17/2024,19,442,Suburb,Donut,Chocolate Twist,3,2.38,7.14,Mobile,In-store,Buy 1 Get 1
443,12/22/2024,3,443,Downtown,Hot Tea,,4,2.91,11.64,Cash,Delivery,None
443,12/22/2024,3,443,Suburb,Donut,Apple Fritter,2,3.3,6.6,Cash,In-store,10% Off
444,11/28/2024,19,444,Downtown,Hot Tea,,6,3.4,20.4,Credit Card,Delivery,Buy 1 Get 1
444,11/28/2024,19,444,Downtown,Hot Tea,,2,1.04,2.08,Mobile,Delivery,None
445,11/2/2024,18,445,Suburb,Coffee,,1,1.65,1.65,Cash,In-store,None
445,11/2/2024,18,445,Uptown,Donut,Maple Bar,1,3.46,3.46,Mobile,Delivery,None
446,12/5/2024,19,446,Downtown,Hot Tea,,2,3.45,6.9,Cash,Delivery,Buy 1 Get 1
446,12/5/2024,19,446,Suburb,Donut,Old Fashioned,2,3.57,7.14,Credit Card,In-store,None
446,12/5/2024,19,446,Uptown,Coffee,,2,1.39,2.78,Mobile,In-store,Buy 1 Get 1
447,10/18/2024,10,447,Uptown,Donut,Vanilla Frosted,1,1.59,1.59,Credit Card,In-store,None
448,11/2/2024,20,448,Uptown,Hot Tea,,1,1.2,1.2,Cash,In-store,10% Off
449,10/19/2024,5,449,Uptown,Coffee,,2,3.01,6.02,Cash,In-store,10% Off
450,11/1/2024,9,450,Suburb,Hot Tea,,3,1.48,4.44,Credit Card,In-store,Buy 1 Get 1
450,11/1/2024,9,450,Downtown,Donut,Apple Fritter,2,3.15,6.3,Cash,In-store,10% Off
451,11/1/2024,22,451,Midtown,Coffee,,5,3.55,17.75,Mobile,In-store,None
452,11/30/2024,14,452,Midtown,Donut,Chocolate Twist,3,3.94,11.82,Cash,In-store,None
452,11/30/2024,14,452,Suburb,Donut,Cinnamon Sugar,1,2.4,2.4,Mobile,Delivery,10% Off
452,11/30/2024,14,452,Uptown,Hot Tea,,5,3.17,15.85,Mobile,Delivery,Buy 1 Get 1
453,11/6/2024,3,453,Downtown,Hot Tea,,4,2.8,11.2,Credit Card,Delivery,Buy 1 Get 1
453,11/6/2024,3,453,Uptown,Donut,Blueberry Cake,4,1.57,6.28,Mobile,Delivery,Buy 1 Get 1
454,11/7/2024,10,454,Uptown,Donut,Maple Bar,4,2.31,9.24,Cash,In-store,None
455,12/15/2024,16,455,Suburb,Donut,Chocolate Twist,1,2.09,2.09,Mobile,In-store,10% Off
455,12/15/2024,16,455,Midtown,Donut,Maple Bar,2,3.51,7.02,Mobile,Delivery,10% Off
456,10/12/2024,8,456,Midtown,Hot Tea,,4,3,12,Mobile,Delivery,Buy 1 Get 1
456,10/12/2024,8,456,Midtown,Donut,Maple Bar,1,1.75,1.75,Cash,In-store,Buy 1 Get 1
457,12/23/2024,12,457,Suburb,Donut,Maple Bar,4,3.03,12.12,Mobile,Delivery,Buy 1 Get 1
458,11/10/2024,23,458,Midtown,Donut,Maple Bar,6,3.25,19.5,Mobile,In-store,None
458,11/10/2024,23,458,Downtown,Donut,Pumpkin Spice,5,1.78,8.9,Credit Card,In-store,Buy 1 Get 1
459,11/22/2024,7,459,Midtown,Donut,Vanilla Frosted,4,1.94,7.76,Mobile,Delivery,Buy 1 Get 1
459,11/22/2024,7,459,Downtown,Donut,Chocolate Twist,5,2.98,14.9,Credit Card,In-store,None
460,11/5/2024,11,460,Midtown,Coffee,,3,3.15,9.45,Cash,Delivery,10% Off
460,11/5/2024,11,460,Uptown,Donut,Pumpkin Spice,5,3.56,17.8,Mobile,Delivery,None
461,12/2/2024,22,461,Downtown,Donut,Lemon Glazed,6,2.06,12.36,Mobile,In-store,Buy 1 Get 1
461,12/2/2024,22,461,Uptown,Donut,Chocolate Twist,3,2.05,6.15,Credit Card,Delivery,None
461,12/2/2024,22,461,Midtown,Donut,Vanilla Frosted,3,3.98,11.94,Mobile,In-store,10% Off
462,11/11/2024,21,462,Uptown,Coffee,,2,2.94,5.88,Credit Card,In-store,None
463,12/25/2024,16,463,Downtown,Hot Tea,,2,1.06,2.12,Cash,Delivery,10% Off
464,10/30/2024,18,464,Uptown,Donut,Blueberry Cake,1,3.09,3.09,Mobile,Delivery,10% Off
464,10/30/2024,18,464,Midtown,Donut,Cinnamon Sugar,5,1.29,6.45,Cash,In-store,None
465,10/18/2024,18,465,Downtown,Hot Tea,,2,2.84,5.68,Mobile,In-store,None
465,10/18/2024,18,465,Uptown,Donut,Apple Fritter,2,1.86,3.72,Mobile,Delivery,Buy 1 Get 1
466,10/28/2024,5,466,Downtown,Donut,Lemon Glazed,1,2.78,2.78,Cash,Delivery,None
